unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
165975,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2012-13,2012-12-01,33.12
167727,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2012,2011-12-01,17.25
643586,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2019,2019-06-01,16.48
649865,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2019,2019-06-01,7.18
131549,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Citywide,1,New York City,2009-2011,2009-01-01,14.1
629045,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,405,Ridgewood - Forest Hills,2015-2017,2015-01-01,1.9
743681,386,Ozone (O3),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2021,2021-06-01,30.29229041
669569,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Summer 2020,2020-06-01,7.23
877090,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Winter 2022-23,2022-12-01,19.8247288
828183,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,309,Union Square - Lower East Side,2017-2019,2017-01-01,5.0
667375,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2020,2020-01-01,13.76
828347,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2017-2019,2017-01-01,60.0
817047,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,207,Kingsbridge Heights and Bedford (CD7),2010,2010-01-01,59.949156
176018,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2012,2012-06-01,16.92
216330,386,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2013,2013-06-01,28.29
410952,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2016,2016-06-01,7.47
214131,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2014,2013-12-01,8.91
823233,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2021-22,2021-12-01,6.659478064
649981,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2019,2019-01-01,7.7
629042,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402,West Queens,2015-2017,2015-01-01,2.3
216560,386,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2009,2009-06-01,24.53
173119,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2008-09,2008-12-01,12.4
826004,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2022,2022-06-01,13.14774864
823458,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Winter 2021-22,2021-12-01,5.795551825
172190,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2012,2012-06-01,18.77
549958,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2017,2017-06-01,13.67
336879,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2014-15,2014-12-01,22.67
742191,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2021,2021-01-01,6.605377793
643466,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2019,2019-06-01,11.97
740929,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2020-21,2020-12-01,23.00687944
412569,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2016,2016-06-01,17.32
173639,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2010,2010-06-01,11.96
131225,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2005-2007,2005-01-01,189.1
602938,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2017-18,2017-12-01,29.57
518801,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2012-2014,2012-01-02,14.12673505
549401,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2017,2017-06-01,28.58
827596,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2017-2019,2017-01-01,8.0
817196,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,401,Long Island City - Astoria,2019,2019-01-01,4.165643
667149,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2020,2020-06-01,9.8
827550,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,304,Upper West Side,2017-2019,2017-01-01,35.0
170369,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Annual Average 2012,2011-12-01,8.88
549756,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2016-17,2016-12-01,24.83
669623,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2020,2020-06-01,8.02
602842,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2017-18,2017-12-01,28.11
823306,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2022,2022-01-01,6.24082796
130942,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,205,Sunset Park,2005-2007,2005-01-01,24.3
550128,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2016-17,2016-12-01,27.56
628610,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,402,West Queens,2015-2017,2015-01-01,12.7
549348,386,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2017,2017-06-01,25.57
177917,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2012,2012-06-01,12.14
177334,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2012-13,2012-12-01,12.76
131145,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,305,Upper East Side,2005-2007,2005-01-01,6.5
410801,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2015-16,2015-12-01,9.31
667040,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2019-20,2019-12-01,29.31
816715,643,Annual vehicle miles traveled,Million miles,per square mile,CD,412,Jamaica and Hollis (CD12),2010,2010-01-01,44.43044
216438,386,Ozone (O3),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2013,2013-06-01,29.07
130933,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2005-2007,2005-01-01,30.6
177958,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Summer 2013,2013-06-01,11.38
211672,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2014,2014-06-01,20.87
549988,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2017,2017-06-01,13.4
212297,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2013-14,2013-12-01,29.9
826018,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2021-22,2021-12-01,19.83062306
823277,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2022,2022-06-01,5.821626343
549329,386,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2017,2017-06-01,28.34
227518,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,110,Central Harlem (CD10),2011,2011-01-01,2.6
667453,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2020,2020-01-01,14.24
151593,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2009-2011,2009-01-01,5.8
742537,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Winter 2020-21,2020-12-01,6.523404116
151539,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2009-2011,2009-01-01,5.1
816755,643,Annual vehicle miles traveled,Million miles,per square mile,CD,306,Park Slope and Carroll Gardens (CD6),2019,2019-01-01,93.010396
874863,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2023,2023-01-01,6.412124833
742391,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Summer 2021,2021-06-01,8.32619358
518589,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2012-2014,2012-01-02,72.6
817178,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,302,Central Harlem - Morningside Heights,2019,2019-01-01,4.351877
605830,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Winter 2017-18,2017-12-01,7.81
151417,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,407,Southwest Queens,2009-2011,2009-01-01,4.0
151442,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2009-2011,2009-01-01,59.5
176004,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2011,2011-06-01,8.54
130455,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,204,East New York,2013,2013-01-01,0.0
166835,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2012,2012-06-01,15.26
671117,386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2020,2020-06-01,28.86
550131,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2016-17,2016-12-01,25.1
877163,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2023,2023-01-01,19.3591317
667725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2020,2020-06-01,10.28
877191,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2023,2023-06-01,13.79474138
550091,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2017,2017-01-01,18.24
741278,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2021,2021-06-01,9.176591735
131591,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,409,Southeast Queens,2009-2011,2009-01-01,34.4
171685,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2011-12,2011-12-01,22.78
131547,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,503,Willowbrook,2009-2011,2009-01-01,13.5
168616,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Winter 2011-12,2011-12-01,9.35
173146,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2009-10,2009-12-01,9.67
175346,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2010-11,2010-12-01,30.47
649805,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2019,2019-06-01,8.9
336570,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2014-15,2014-12-01,29.06
168639,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2012-13,2012-12-01,12.09
742475,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2021,2021-06-01,8.778825717
131071,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,2,Brooklyn,2005-2007,2005-01-01,79.0
816947,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,205,Sunset Park,2010,2010-01-01,66.888614
669705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2019-20,2019-12-01,6.68
222622,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2014,2014-06-01,33.6
170409,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2013,2012-12-01,9.64
213789,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Winter 2013-14,2013-12-01,11.71
669814,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Annual Average 2020,2020-01-01,6.69
166820,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2012,2012-06-01,14.81
547552,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2017,2017-01-01,8.42
827143,386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2022,2022-06-01,29.95390541
549459,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2017,2017-06-01,35.3
174152,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2010,2009-12-01,9.61
816998,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,409,Southeast Queens,2019,2019-01-01,64.347821
877037,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2023,2023-01-01,16.33588174
130803,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2005-2007,2005-01-01,38.4
412698,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2016,2016-06-01,15.53
170354,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2012,2011-12-01,10.25
649723,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2019,2019-01-01,7.11
605805,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2018,2018-06-01,8.91
165837,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2009-10,2009-12-01,28.14
167682,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2011,2010-12-01,14.15
518694,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,4,Queens,2012-2014,2012-01-02,4.9
410930,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2015-16,2015-12-01,7.51
667839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2020,2020-06-01,9.38
667449,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Summer 2020,2020-06-01,9.47
667851,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2020,2020-06-01,5.9
828184,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,310,Lower Manhattan,2017-2019,2017-01-01,2.0
222516,386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2010,2010-06-01,29.75
411080,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2015-16,2015-12-01,7.08
412054,386,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,Summer 2016,2016-06-01,30.54
336707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2015,2015-06-01,13.18
130922,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,502,Stapleton - St. George,2005-2007,2005-01-01,20.2
334165,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2015,2015-01-01,10.21
412060,386,Ozone (O3),Mean,ppb,UHF34,408,Jamaica,Summer 2016,2016-06-01,33.86
742387,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2020-21,2020-12-01,6.835494527
172089,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2009,2009-06-01,21.66
131294,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2005-2007,2005-01-01,26.9
874525,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2022-23,2022-12-01,8.420231916
628900,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,404,Bayside - Little Neck,2015-2017,2015-01-01,19.0
130425,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,401,Long Island City - Astoria,2013,2013-01-01,6.7
177221,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2009-10,2009-12-01,9.27
216612,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2013,2013-06-01,36.93
603016,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2017-18,2017-12-01,26.46
176035,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2012,2012-06-01,16.49
549403,386,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2017,2017-06-01,29.54
741024,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2021,2021-01-01,15.97800446
213953,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Summer 2014,2014-06-01,8.53
817232,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,104,Clinton and Chelsea (CD4),2019,2019-01-01,6.532178
178476,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2010,2009-12-01,9.25
338243,386,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2015,2015-06-01,27.49
221867,386,Ozone (O3),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2009,2009-06-01,29.64
742217,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Summer 2021,2021-06-01,8.834190204
172076,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2009,2009-06-01,19.51
649757,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Summer 2019,2019-06-01,7.29
222652,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2014,2014-06-01,31.96
667711,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2020,2020-01-01,16.87
606047,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2018,2018-01-01,6.4
412601,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2015-16,2015-12-01,25.73
179657,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Annual Average 2011,2010-12-01,9.44
605925,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Summer 2018,2018-06-01,8.73
876935,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2023,2023-01-01,22.06564052
175918,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2009,2009-06-01,14.92
643406,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2019,2019-06-01,15.58
605981,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2018,2018-01-01,7.96
874444,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Annual Average 2023,2023-01-01,6.516343941
817128,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,503,Tottenville and Great Kills (CD3),2019,2019-01-01,11.886202
549886,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2017,2017-06-01,13.02
816735,643,Annual vehicle miles traveled,Million miles,per square mile,CD,316,Brownsville (CD16),2019,2019-01-01,76.164805
823272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2021-22,2021-12-01,7.286981107
166851,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2012,2012-06-01,17.52
165937,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2011-12,2011-12-01,21.43
549853,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2017,2017-06-01,12.58
178503,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2011,2010-12-01,11.12
173135,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2009-10,2009-12-01,9.49
412080,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2016,2016-06-01,31.42
874903,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2023,2023-06-01,9.21308071
649942,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2019,2019-01-01,7.29
175348,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2010-11,2010-12-01,28.44
643450,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2019,2019-01-01,15.17
176671,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2012,2011-12-01,17.34
333948,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2014-15,2014-12-01,8.89
130784,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,3,Manhattan,2005-2007,2005-01-01,64.0
178605,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Annual Average 2013,2012-12-01,8.27
219992,386,Ozone (O3),Mean,ppb,Borough,5,Staten Island,Summer 2012,2012-06-01,33.77
667754,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2019-20,2019-12-01,26.94
175288,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2008-09,2008-12-01,23.27
669761,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Summer 2020,2020-06-01,8.45
823172,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2021-22,2021-12-01,7.371820545
170411,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2013,2012-12-01,9.46
874400,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,2022-12-01,6.433502307
130728,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,Borough,1,Bronx,2005,2005-01-01,2.8
178519,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2011,2010-12-01,9.17
151603,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,4.1
412067,386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2016,2016-06-01,33.91
165824,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2009-10,2009-12-01,28.98
170236,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2010,2009-12-01,10.71
213603,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2014,2013-12-01,22.24
130906,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,306,Chelsea - Clinton,2005-2007,2005-01-01,13.5
874389,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Summer 2023,2023-06-01,8.611497961
669646,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2020,2020-01-01,6.11
649899,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2018-19,2018-12-01,11.42
410828,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2015-16,2015-12-01,7.37
173721,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Summer 2012,2012-06-01,10.77
336791,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2015,2015-06-01,15.3
216606,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2013,2013-06-01,31.93
168495,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Winter 2009-10,2009-12-01,9.32
643683,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2018-19,2018-12-01,23.27
550046,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2017,2017-01-01,20.3
410777,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2015-16,2015-12-01,7.6
669926,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2019-20,2019-12-01,7.53
